month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,weeks_in_month,channel_key,channel,division,department,plan_version,plan_sales_dollars,plan_sales_units,plan_aur,plan_markdown_dollars,plan_shrink_dollars,plan_gross_margin_pct,plan_gross_margin_dollars,plan_bom_retail,plan_eom_retail,plan_receipts_retail,plan_receipts_cost,plan_weeks_of_supply,plan_turn
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Boys,Swim,Current Plan,6613.65,148,44.63,121.56,6.61,0.4616,3052.99,7683.84,5174.46,4232.43,2200.87,5.8,1.029
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Boys,Swim,Current Plan,2992.43,67,44.63,66.21,2.99,0.4579,1370.16,5174.46,2997.59,884.76,460.08,6.9,0.732
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Boys,Swim,Current Plan,2824.11,63,44.63,55.17,2.82,0.4605,1300.4,2997.59,2874.16,2758.68,1434.52,4.2,0.962
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Boys,Swim,Current Plan,6783.98,152,44.63,141.91,6.78,0.4591,3114.4,2874.16,5422.65,9481.15,4930.2,2.1,1.635
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Boys,Swim,Current Plan,7316.64,164,44.63,148.26,7.32,0.4597,3363.73,5422.65,7632.32,9681.89,5034.58,3.0,1.121
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Boys,Swim,Current Plan,3500.64,78,44.63,66.82,3.5,0.4609,1613.48,7632.32,4061.36,0.0,0.0,8.7,0.599
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Boys,Swim,Current Plan,5390.1,121,44.63,120.17,5.39,0.4577,2467.08,4061.36,4247.53,5701.84,2964.96,3.8,1.297
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Boys,Swim,Current Plan,7126.04,160,44.63,147.15,7.13,0.4593,3273.35,4247.53,7257.78,10290.58,5351.1,2.4,1.239
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Boys,Swim,Current Plan,4174.61,94,44.63,79.01,4.17,0.4611,1924.81,7257.78,4282.34,1282.35,666.82,7.0,0.723
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Boys,Swim,Current Plan,3055.92,68,44.63,67.84,3.06,0.4578,1399.0,4282.34,2495.08,1339.54,696.56,7.0,0.902
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Boys,Swim,Current Plan,3153.1,71,44.63,61.43,3.15,0.4605,1452.06,2495.08,3285.15,4007.75,2084.03,3.2,1.091
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Boys,Swim,Current Plan,8948.43,200,44.63,187.2,8.95,0.4591,4108.05,3285.15,9255.08,15114.51,7859.54,1.5,1.427
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Boys,Swim,Current Plan,7504.27,168,44.63,152.65,7.5,0.4597,3449.39,9255.08,5643.7,4053.05,2107.59,6.2,1.007
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Boys,Swim,Current Plan,3461.63,78,44.63,77.52,3.46,0.4576,1584.06,5643.7,3277.11,1176.02,611.53,6.5,0.776
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Boys,Swim,Current Plan,3140.57,70,44.63,70.15,3.14,0.4577,1437.32,3277.11,3216.71,3153.46,1639.8,4.2,0.967
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Boys,Swim,Current Plan,7655.32,172,44.63,133.96,7.66,0.4625,3540.6,3216.71,5845.99,10426.21,5421.63,2.1,1.689
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Boys,Swim,Current Plan,8195.91,184,44.63,166.47,8.2,0.4597,3767.57,5845.99,8027.1,10551.69,5486.88,2.9,1.182
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Boys,Swim,Current Plan,4034.68,90,44.63,89.44,4.03,0.4578,1847.21,8027.1,4086.75,187.81,97.66,8.0,0.666
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Boys,Swim,Current Plan,6190.86,139,44.63,127.45,6.19,0.4594,2844.16,4086.75,4714.78,6952.53,3615.31,3.3,1.407
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Boys,Swim,Current Plan,8097.32,181,44.63,143.14,8.1,0.4623,3743.57,4714.78,8347.92,11881.7,6178.49,2.3,1.24
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Boys,Swim,Current Plan,4874.63,109,44.63,111.7,4.87,0.4571,2228.12,8347.92,5103.06,1746.34,908.1,6.9,0.725
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Boys,Swim,Current Plan,3608.19,81,44.63,78.23,3.61,0.4583,1653.7,5103.06,3020.21,1607.18,835.73,7.1,0.888
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Boys,Swim,Current Plan,3698.0,83,44.63,72.22,3.7,0.4605,1702.82,3020.21,3732.11,4485.82,2332.63,3.3,1.095
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Boys,Swim,Current Plan,10241.33,229,44.63,231.3,10.24,0.4574,4684.54,3732.11,10451.88,17202.63,8945.37,1.5,1.444
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Boys,Swim,Current Plan,8307.46,186,44.63,162.67,8.31,0.4604,3824.91,10451.88,6508.73,4535.29,2358.35,6.3,0.98
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Boys,Swim,Current Plan,4008.18,90,44.63,91.06,4.01,0.4573,1832.86,6508.73,4174.75,1769.27,920.02,6.5,0.75
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Boys,Swim,Current Plan,3536.86,79,44.63,70.02,3.54,0.4602,1627.67,4174.75,3556.22,2991.9,1555.79,4.7,0.915
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Boys,Swim,Current Plan,8653.13,194,44.63,184.62,8.65,0.4587,3968.88,3556.22,7111.93,12402.12,6449.1,2.1,1.622
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Boys,Swim,Current Plan,9186.4,206,44.63,200.97,9.19,0.4581,4208.51,7111.93,8898.42,11183.05,5815.18,3.1,1.148
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Boys,Swim,Current Plan,4549.32,102,44.63,85.56,4.55,0.4612,2098.12,8898.42,4587.61,328.62,170.88,7.8,0.675
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Boys,Swim,Current Plan,6758.31,151,44.63,151.24,6.76,0.4576,3092.75,4587.61,5264.8,7593.49,3948.62,3.4,1.372
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Boys,Swim,Current Plan,9001.49,202,44.63,184.52,9.0,0.4595,4136.19,5264.8,9420.39,13350.61,6942.32,2.3,1.226
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Boys,Swim,Current Plan,5670.78,127,44.63,101.31,5.67,0.4621,2620.67,9420.39,5936.3,2293.67,1192.71,6.6,0.739
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Boys,Swim,Current Plan,3888.42,87,44.63,81.22,3.89,0.4591,1785.23,5936.3,3119.74,1156.96,601.62,7.6,0.859
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Boys,Swim,Current Plan,4022.56,90,44.63,81.73,4.02,0.4597,1849.1,3119.74,3916.88,4905.45,2550.83,3.1,1.143
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Tops,Original Plan,49813.07,957,52.07,7385.25,199.25,0.4917,24495.11,150570.05,149318.15,56145.67,20212.44,12.1,0.332
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Tops,Original Plan,71353.86,1370,52.07,9001.05,285.42,0.5139,36665.41,149318.15,169274.71,100596.89,36214.88,10.5,0.448
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Tops,Original Plan,79431.65,1526,52.07,10092.1,317.73,0.5129,40744.16,169274.71,218162.87,138729.65,49942.67,8.5,0.41
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Boys,Tops,Original Plan,73373.31,1409,52.07,10435.02,293.49,0.4978,36523.9,218162.87,221835.43,87774.37,31598.77,11.9,0.334
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Tops,Original Plan,66641.81,1280,52.07,8647.2,266.57,0.5102,34003.56,221835.43,151652.15,5372.3,1934.03,16.6,0.357
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Tops,Original Plan,56544.57,1086,52.07,8738.13,226.18,0.4855,27450.4,151652.15,155317.32,69174.04,24902.66,10.7,0.368
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Tops,Original Plan,59237.16,1138,52.07,7315.77,236.95,0.5165,30596.02,155317.32,180386.29,91858.86,33069.19,10.5,0.353
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Tops,Original Plan,63949.21,1228,52.07,8932.21,255.8,0.5003,31995.29,180386.29,139916.59,32667.51,11760.3,14.1,0.399
FY2024-09,2024,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Tops,Original Plan,67314.96,1293,52.07,10167.89,269.26,0.489,32913.69,139916.59,195745.94,133581.46,48089.33,8.3,0.401
FY2024-10,2024,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Tops,Original Plan,96933.54,1862,52.07,14439.63,387.73,0.491,47597.83,195745.94,278169.34,194184.3,69906.35,8.1,0.409
FY2024-11,2024,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Tops,Original Plan,105011.34,2017,52.07,16238.67,420.05,0.4854,50968.58,278169.34,241905.88,85406.6,30746.38,13.2,0.404
FY2024-12,2024,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Tops,Original Plan,42408.42,815,52.07,5841.72,169.63,0.5023,21299.67,241905.88,193486.1,0.0,0.0,22.8,0.195
FY2025-01,2025,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Tops,Original Plan,56786.9,1091,52.07,7073.3,227.15,0.5154,29270.31,193486.1,156603.39,27204.64,9793.67,13.6,0.324
FY2025-02,2025,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Tops,Original Plan,81343.4,1562,52.07,9840.29,325.37,0.519,42219.48,156603.39,178492.92,113398.6,40823.49,9.6,0.485
FY2025-03,2025,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Tops,Original Plan,90552.08,1739,52.07,12163.51,362.21,0.5057,45789.82,178492.92,263407.55,187992.43,67677.28,7.9,0.41
FY2025-04,2025,May,4,Q2,4,ECOM,Ecommerce,Boys,Tops,Original Plan,83645.57,1607,52.07,10453.24,334.58,0.515,43079.93,263407.55,248788.73,79814.57,28733.24,12.6,0.327
FY2025-05,2025,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Tops,Original Plan,75971.66,1459,52.07,9125.42,303.89,0.5199,39496.44,248788.73,170552.98,7165.22,2579.48,16.4,0.362
FY2025-06,2025,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Tops,Original Plan,64460.81,1238,52.07,9433.43,257.84,0.4937,31821.49,170552.98,182480.92,86080.01,30988.8,10.6,0.365
FY2025-07,2025,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Tops,Original Plan,67530.37,1297,52.07,7959.8,270.12,0.5221,35259.64,182480.92,194917.68,88197.05,31750.94,10.8,0.358
FY2025-08,2025,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Tops,Original Plan,72902.1,1400,52.07,9469.91,291.61,0.5101,37187.44,194917.68,177099.55,64845.48,23344.37,13.4,0.392
FY2025-09,2025,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Tops,Original Plan,76739.05,1474,52.07,8939.29,306.96,0.5235,40173.71,177099.55,224708.96,133594.71,48094.09,9.2,0.382
FY2025-10,2025,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Tops,Original Plan,110504.24,2122,52.07,13313.7,442.02,0.5195,57409.02,224708.96,317819.25,217370.24,78253.29,8.1,0.407
FY2025-11,2025,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Tops,Original Plan,119712.92,2299,52.07,14828.95,478.85,0.5161,61787.32,317819.25,271491.3,88692.77,31929.4,13.3,0.406
FY2025-12,2025,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Tops,Original Plan,48345.6,929,52.07,6742.97,193.38,0.5005,24198.22,271491.3,216209.34,0.0,0.0,22.5,0.198
FY2026-01,2026,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Tops,Original Plan,67008.54,1287,52.07,7938.34,268.03,0.5215,34947.13,216209.34,198793.83,57799.4,20807.78,12.9,0.323
FY2026-02,2026,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Tops,Original Plan,95985.21,1844,52.07,13886.43,383.94,0.4953,47544.1,198793.83,220411.05,131872.81,47474.21,10.4,0.458
FY2026-03,2026,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Tops,Original Plan,106851.46,2052,52.07,12307.62,427.41,0.5248,56077.31,220411.05,303861.56,203037.0,73093.32,8.3,0.408
FY2026-04,2026,May,4,Q2,4,ECOM,Ecommerce,Boys,Tops,Original Plan,98701.77,1896,52.07,15158.89,394.81,0.4864,48010.24,303861.56,288992.16,99386.06,35778.98,12.3,0.333
FY2026-05,2026,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Tops,Original Plan,89646.56,1722,52.07,13407.44,358.59,0.4904,43966.36,288992.16,209617.89,24038.32,8653.8,16.1,0.36
FY2026-06,2026,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Tops,Original Plan,76063.75,1461,52.07,9456.65,304.26,0.5157,39224.15,209617.89,209218.33,85425.1,30753.04,11.0,0.363
FY2026-07,2026,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Tops,Original Plan,79685.83,1530,52.07,10368.71,318.74,0.5099,40630.22,209218.33,232993.15,114148.11,41093.32,10.5,0.36
FY2026-08,2026,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Tops,Original Plan,86024.48,1652,52.07,10896.11,344.1,0.5133,44159.56,232993.15,194261.21,58532.74,21071.79,13.5,0.403
FY2026-09,2026,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Tops,Original Plan,90552.08,1739,52.07,10818.24,362.21,0.5205,47135.09,194261.21,262003.54,169474.87,61010.95,8.6,0.397
FY2026-10,2026,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Tops,Original Plan,130395.0,2504,52.07,15493.6,521.58,0.5212,67959.2,262003.54,364130.04,248536.68,89473.21,8.0,0.417
FY2026-11,2026,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Tops,Original Plan,141261.25,2713,52.07,21684.19,565.05,0.4865,68723.01,364130.04,333050.51,132430.95,47675.14,12.9,0.405
FY2026-12,2026,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Tops,Original Plan,57047.81,1096,52.07,7742.62,228.19,0.5043,28767.98,333050.51,268031.88,0.0,0.0,23.4,0.19
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Tops,Current Plan,50480.52,970,52.07,5970.09,201.92,0.5217,26337.44,157907.19,150455.58,49200.93,17712.33,12.5,0.327
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Tops,Current Plan,73026.16,1403,52.07,9613.56,292.1,0.5084,37123.18,150455.58,174151.08,106627.32,38385.84,10.3,0.45
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Tops,Current Plan,82063.1,1576,52.07,10778.29,328.25,0.5087,41742.1,174151.08,232886.23,151904.79,54685.73,8.5,0.403
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Boys,Tops,Current Plan,72210.0,1387,52.07,8410.64,288.84,0.5235,37803.76,232886.23,211679.14,59702.38,21492.86,12.9,0.325
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Tops,Current Plan,66428.44,1276,52.07,8071.8,265.71,0.5185,34442.4,211679.14,150903.98,13990.8,5036.69,15.9,0.366
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Tops,Current Plan,56771.99,1090,52.07,7798.12,227.09,0.5026,28535.95,150903.98,166344.19,80237.41,28885.47,10.6,0.358
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Tops,Current Plan,60033.61,1153,52.07,7962.82,240.13,0.5074,30458.69,166344.19,170242.95,72135.33,25968.72,11.1,0.357
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Tops,Current Plan,63997.69,1229,52.07,7538.57,255.99,0.5222,33419.95,170242.95,145263.24,46812.54,16852.52,13.3,0.406
FY2024-09,2024,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Tops,Current Plan,67784.9,1302,52.07,9657.59,271.14,0.4975,33724.75,145263.24,196678.76,129129.14,46486.49,8.6,0.396
FY2024-10,2024,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Tops,Current Plan,97775.03,1878,52.07,13420.47,391.1,0.5027,49155.55,196678.76,288351.92,203259.76,73173.51,8.0,0.403
FY2024-11,2024,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Tops,Current Plan,105981.52,2035,52.07,15662.54,423.93,0.4922,52165.63,288351.92,245133.85,78849.91,28385.97,13.6,0.397
FY2024-12,2024,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Tops,Current Plan,44081.05,847,52.07,5796.2,176.32,0.5085,22415.68,245133.85,195080.28,0.0,0.0,22.2,0.2
FY2025-01,2025,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Tops,Current Plan,57842.1,1111,52.07,7293.61,231.37,0.5139,29725.33,195080.28,164576.96,34863.75,12550.95,13.5,0.322
FY2025-02,2025,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Tops,Current Plan,78929.5,1516,52.07,11332.6,315.72,0.4964,39182.29,164576.96,178527.94,104528.79,37630.37,10.4,0.46
FY2025-03,2025,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Tops,Current Plan,91629.88,1760,52.07,11729.77,366.52,0.512,46913.36,178527.94,278419.05,203617.28,73302.22,7.8,0.401
FY2025-04,2025,May,4,Q2,4,ECOM,Ecommerce,Boys,Tops,Current Plan,85080.0,1634,52.07,10022.51,340.32,0.5222,44428.69,278419.05,240859.46,57883.24,20837.97,13.1,0.328
FY2025-05,2025,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Tops,Current Plan,76729.51,1474,52.07,11896.13,306.92,0.485,37210.76,240859.46,181137.73,29210.84,10515.9,15.7,0.364
FY2025-06,2025,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Tops,Current Plan,65107.43,1250,52.07,9987.09,260.43,0.4866,31681.67,181137.73,192010.44,86227.66,31041.96,11.1,0.349
FY2025-07,2025,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Tops,Current Plan,68512.52,1316,52.07,10346.51,274.05,0.489,33501.5,192010.44,188369.71,75492.35,27177.25,11.2,0.36
FY2025-08,2025,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Tops,Current Plan,72102.82,1385,52.07,9762.55,288.41,0.5046,36383.26,188369.71,172089.47,65873.53,23714.47,13.1,0.4
FY2025-09,2025,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Tops,Current Plan,74154.08,1424,52.07,8872.97,296.62,0.5203,38585.64,172089.47,217679.58,128913.78,46408.96,9.3,0.381
FY2025-10,2025,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Tops,Current Plan,109641.32,2106,52.07,16667.58,438.57,0.488,53502.86,217679.58,327772.24,236840.13,85262.45,7.9,0.402
FY2025-11,2025,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Tops,Current Plan,119867.28,2302,52.07,14161.23,479.47,0.5219,62553.83,327772.24,289242.37,95978.11,34552.12,13.7,0.389
FY2025-12,2025,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Tops,Current Plan,48097.5,924,52.07,6499.44,192.39,0.5049,24282.96,289242.37,234453.03,0.0,0.0,24.1,0.184
FY2026-01,2026,Feb,1,Q1,4,ECOM,Ecommerce,Boys,Tops,Current Plan,62170.41,1194,52.07,8847.84,248.68,0.4977,30941.22,234453.03,176773.4,13587.3,4891.43,15.1,0.302
FY2026-02,2026,Mar,2,Q1,5,ECOM,Ecommerce,Boys,Tops,Current Plan,88927.33,1708,52.07,13369.07,355.71,0.4897,43544.42,176773.4,214937.97,140816.68,50694.01,9.9,0.454
FY2026-03,2026,Apr,3,Q1,4,ECOM,Ecommerce,Boys,Tops,Current Plan,100652.85,1933,52.07,14996.37,402.61,0.491,49421.45,214937.97,292203.7,193317.58,69594.33,8.5,0.397
FY2026-04,2026,May,4,Q2,4,ECOM,Ecommerce,Boys,Tops,Current Plan,92108.79,1769,52.07,12480.81,368.44,0.5045,46468.82,292203.7,277283.41,90037.74,32413.59,12.7,0.323
FY2026-05,2026,Jun,5,Q2,5,ECOM,Ecommerce,Boys,Tops,Current Plan,82695.02,1588,52.07,10702.6,330.78,0.5106,42222.22,277283.41,183555.02,0.0,0.0,16.8,0.359
FY2026-06,2026,Jul,6,Q2,4,ECOM,Ecommerce,Boys,Tops,Current Plan,70214.5,1349,52.07,10460.57,280.86,0.491,34476.71,183555.02,203982.39,101383.31,36497.99,10.5,0.362
FY2026-07,2026,Aug,7,Q3,4,ECOM,Ecommerce,Boys,Tops,Current Plan,73637.56,1414,52.07,9294.57,294.55,0.5138,37833.47,203982.39,212197.81,91442.09,32919.15,11.1,0.354
FY2026-08,2026,Sep,8,Q3,5,ECOM,Ecommerce,Boys,Tops,Current Plan,78260.08,1503,52.07,11211.81,313.04,0.4967,38874.64,212197.81,171570.94,49158.06,17696.9,13.6,0.408
FY2026-09,2026,Oct,9,Q3,4,ECOM,Ecommerce,Boys,Tops,Current Plan,81922.06,1573,52.07,12093.69,327.69,0.4924,40336.43,171570.94,229776.74,152549.24,54917.72,8.4,0.408
FY2026-10,2026,Nov,10,Q4,4,ECOM,Ecommerce,Boys,Tops,Current Plan,122442.29,2352,52.07,17782.86,489.77,0.4948,60580.21,229776.74,370410.79,281348.97,101285.63,7.5,0.408
FY2026-11,2026,Dec,11,Q4,5,ECOM,Ecommerce,Boys,Tops,Current Plan,133852.14,2571,52.07,18258.16,535.41,0.5036,67407.21,370410.79,324774.37,107009.29,38523.35,13.8,0.385
FY2026-12,2026,Jan,12,Q4,4,ECOM,Ecommerce,Boys,Tops,Current Plan,53363.73,1025,52.07,7666.51,213.45,0.4963,26486.28,324774.37,263530.69,0.0,0.0,24.3,0.181
FY2024-01,2024,Feb,1,Q1,4,STORE,Retail Stores,Boys,Tops,Original Plan,22642.3,435,52.07,2066.28,203.78,0.5487,12424.8,65011.59,66983.19,26883.97,9678.23,11.5,0.343
FY2024-02,2024,Mar,2,Q1,5,STORE,Retail Stores,Boys,Tops,Original Plan,32433.57,623,52.07,3483.54,291.9,0.5326,17273.95,66983.19,76544.73,45770.55,16477.4,10.3,0.452
FY2024-03,2024,Apr,3,Q1,4,STORE,Retail Stores,Boys,Tops,Original Plan,36105.3,693,52.07,3834.82,324.95,0.5338,19272.57,76544.73,102498.44,66218.78,23838.76,8.5,0.403
FY2024-04,2024,May,4,Q2,4,STORE,Retail Stores,Boys,Tops,Original Plan,33351.5,641,52.07,3025.45,300.16,0.5493,18319.51,102498.44,92522.05,26700.72,9612.26,12.3,0.342
FY2024-05,2024,Jun,5,Q2,5,STORE,Retail Stores,Boys,Tops,Original Plan,30291.73,582,52.07,2894.73,272.63,0.5444,16491.97,92522.05,71315.02,12252.07,4410.74,15.3,0.37
FY2024-06,2024,Jul,6,Q2,4,STORE,Retail Stores,Boys,Tops,Original Plan,25702.08,494,52.07,2320.83,231.32,0.5497,14128.5,71315.02,70914.08,27853.28,10027.18,11.1,0.361
FY2024-07,2024,Aug,7,Q3,4,STORE,Retail Stores,Boys,Tops,Original Plan,26925.98,517,52.07,2578.56,242.33,0.5442,14654.07,70914.08,79499.74,38332.53,13799.71,10.5,0.358
FY2024-08,2024,Sep,8,Q3,5,STORE,Retail Stores,Boys,Tops,Original Plan,29067.82,558,52.07,2660.97,261.61,0.5485,15942.44,79499.74,70756.89,23247.55,8369.12,13.7,0.387
FY2024-09,2024,Oct,9,Q3,4,STORE,Retail Stores,Boys,Tops,Original Plan,30597.71,588,52.07,2862.66,275.38,0.5464,16719.87,70756.89,86345.12,49323.97,17756.63,9.2,0.39
FY2024-10,2024,Nov,10,Q4,4,STORE,Retail Stores,Boys,Tops,Original Plan,44060.7,846,52.07,5076.17,396.55,0.5248,23122.68,86345.12,131062.93,94251.23,33930.44,7.8,0.405
FY2024-11,2024,Dec,11,Q4,5,STORE,Retail Stores,Boys,Tops,Original Plan,47732.43,917,52.07,5037.67,429.59,0.5345,25511.08,131062.93,103288.55,25425.3,9153.11,13.7,0.407
FY2024-12,2024,Jan,12,Q4,4,STORE,Retail Stores,Boys,Tops,Original Plan,19276.56,370,52.07,2324.44,173.49,0.5194,10012.56,103288.55,81514.07,0.0,0.0,21.4,0.209
FY2025-01,2025,Feb,1,Q1,4,STORE,Retail Stores,Boys,Tops,Original Plan,25812.23,496,52.07,2887.48,232.31,0.5281,13632.34,81514.07,70246.78,17664.73,6359.3,12.6,0.34
FY2025-02,2025,Mar,2,Q1,5,STORE,Retail Stores,Boys,Tops,Original Plan,36974.27,710,52.07,4111.54,332.77,0.5288,19551.99,70246.78,83571.24,54743.04,19707.49,9.5,0.481
FY2025-03,2025,Apr,3,Q1,4,STORE,Retail Stores,Boys,Tops,Original Plan,41160.04,791,52.07,4268.58,370.44,0.5363,22073.85,83571.24,112643.81,74871.63,26953.79,8.1,0.42
FY2025-04,2025,May,4,Q2,4,STORE,Retail Stores,Boys,Tops,Original Plan,38020.71,730,52.07,3413.76,342.19,0.5502,20919.5,112643.81,106472.46,35605.31,12817.91,11.9,0.347
FY2025-05,2025,Jun,5,Q2,5,STORE,Retail Stores,Boys,Tops,Original Plan,34532.57,663,52.07,3735.07,310.79,0.5318,18365.77,106472.46,83622.26,15728.24,5662.16,15.4,0.363
FY2025-06,2025,Jul,6,Q2,4,STORE,Retail Stores,Boys,Tops,Original Plan,29300.37,563,52.07,2964.48,263.7,0.5388,15787.75,83622.26,87783.86,36690.16,13208.46,11.4,0.342
FY2025-07,2025,Aug,7,Q3,4,STORE,Retail Stores,Boys,Tops,Original Plan,30695.62,590,52.07,2892.0,276.26,0.5458,16753.2,87783.86,91506.43,37586.45,13531.12,11.4,0.342
FY2025-08,2025,Sep,8,Q3,5,STORE,Retail Stores,Boys,Tops,Original Plan,33137.32,636,52.07,3214.86,298.24,0.543,17993.03,91506.43,74129.74,19273.72,6938.54,13.8,0.4
FY2025-09,2025,Oct,9,Q3,4,STORE,Retail Stores,Boys,Tops,Original Plan,34881.39,670,52.07,3253.13,313.93,0.5467,19070.96,74129.74,105433.99,69752.7,25110.97,8.5,0.389
FY2025-10,2025,Nov,10,Q4,4,STORE,Retail Stores,Boys,Tops,Original Plan,50229.2,965,52.07,4541.3,452.06,0.5496,27605.38,105433.99,144502.14,94290.72,33944.66,8.4,0.402
FY2025-11,2025,Dec,11,Q4,5,STORE,Retail Stores,Boys,Tops,Original Plan,54414.97,1045,52.07,6048.71,489.73,0.5288,28776.87,144502.14,127393.92,43845.19,15784.27,13.3,0.4
FY2025-12,2025,Jan,12,Q4,4,STORE,Retail Stores,Boys,Tops,Original Plan,21975.27,422,52.07,2338.31,197.78,0.5336,11725.87,127393.92,102882.57,0.0,0.0,23.2,0.191
