month_key,fiscal_year,fiscal_month,channel_key,channel,style_key,style_name,print_name,division,department,class_name,season,lifecycle,units_sold,sales_dollars,aur,on_hand_units,on_order_units,sell_through_pct,weeks_of_supply
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,344,23078.14,67.09,410,311,0.4562,6.0
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,363,23858.23,65.73,649,39,0.3587,8.9
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,238,11993.49,50.39,355,130,0.4013,7.5
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,375,25918.14,69.12,766,290,0.3287,8.2
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,149,10188.58,68.38,263,119,0.3617,7.1
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,282,14210.77,50.39,411,251,0.4069,5.8
FY2026-04,2026,May,ECOM,Ecommerce,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,288,18737.25,65.06,452,300,0.3892,6.3
FY2026-04,2026,May,STORE,Retail Stores,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,222,13986.59,63.0,183,143,0.5481,3.3
FY2026-04,2026,May,WHSL,Wholesale,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,441,22223.22,50.39,957,448,0.3155,8.7
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,193,11724.31,60.75,409,204,0.3206,10.6
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,79,5274.73,66.77,91,34,0.4647,5.8
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,9,453.54,50.39,8,3,0.5294,4.4
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,176,11573.33,65.76,268,225,0.3964,6.1
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,231,15686.21,67.91,167,84,0.5804,2.9
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0059,Seashell Two-Piece Set,Palm Frond,Boys,Sets,Two-Piece Set,Summer,New,155,7810.88,50.39,341,163,0.3125,8.8
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,431,29694.49,68.9,553,115,0.438,5.1
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,150,10269.93,68.47,345,44,0.303,9.2
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,321,16176.09,50.39,636,562,0.3354,7.9
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,284,18010.76,63.42,223,82,0.5602,3.9
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,139,9092.9,65.42,231,165,0.3757,8.3
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,437,22021.65,50.39,786,284,0.3573,9.0
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,343,21820.42,63.62,575,356,0.3736,6.7
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,171,11518.26,67.36,395,97,0.3021,9.2
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,388,19552.41,50.39,864,687,0.3099,8.9
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,507,31871.76,62.86,768,64,0.3976,6.1
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,256,16864.53,65.88,501,261,0.3382,7.8
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,228,11489.56,50.39,514,320,0.3073,9.0
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,403,24866.78,61.7,631,402,0.3897,7.8
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,194,12900.2,66.5,373,292,0.3422,9.6
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,494,24894.04,50.39,1159,4,0.2989,11.7
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,412,25537.03,61.98,958,370,0.3007,9.3
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,101,6587.05,65.22,131,71,0.4353,5.2
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0060,Acorn Toile Two-Piece Set,Autumn Gingham,Boys,Sets,Two-Piece Set,Fall,New,168,8465.99,50.39,280,149,0.375,6.7
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,0,0.0,54.85,0,0,0.0,0.0
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,291,16648.43,57.21,549,151,0.3464,7.5
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,285,12309.95,43.19,277,29,0.5071,3.9
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,299,17076.22,57.11,479,221,0.3843,6.4
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,137,7781.98,56.8,240,15,0.3634,7.0
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,382,16499.65,43.19,616,277,0.3828,6.5
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,163,8455.44,51.87,341,29,0.3234,10.5
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,132,6941.29,52.59,128,95,0.5077,4.8
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,447,19307.18,43.19,1023,772,0.3041,11.4
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,501,29481.95,58.85,407,14,0.5518,3.2
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,196,10153.63,51.8,257,202,0.4327,5.2
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,369,15938.14,43.19,574,348,0.3913,6.2
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,243,12976.52,53.4,516,378,0.3202,8.5
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,296,16050.18,54.22,229,27,0.5638,3.1
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,43,1857.29,43.19,59,10,0.4216,5.5
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,516,30675.33,59.45,796,244,0.3933,7.7
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,154,8088.47,52.52,215,80,0.4173,7.0
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0061,Candy Cane Stripe Two-Piece Set,Winter Fair Isle,Boys,Sets,Two-Piece Set,Holiday,New,345,14901.52,43.19,688,342,0.334,10.0
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,137,7643.28,55.79,299,198,0.3142,8.7
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,241,13607.39,56.46,365,44,0.3977,6.1
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,266,11872.32,44.63,277,12,0.4899,4.2
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,126,7077.26,56.17,214,62,0.3706,8.5
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,209,12398.93,59.33,270,77,0.4363,6.5
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,141,6293.22,44.63,322,264,0.3045,11.4
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,400,21607.48,54.02,927,241,0.3014,9.3
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,49,2751.39,56.15,67,48,0.4224,5.5
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,63,2811.87,44.63,91,30,0.4091,5.8
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,182,10075.42,55.36,138,115,0.5687,3.0
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,200,11993.69,59.97,260,187,0.4348,5.2
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,204,9105.09,44.63,391,218,0.3429,7.7
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,333,17815.2,53.5,554,376,0.3754,8.3
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,192,11852.03,61.73,425,230,0.3112,11.1
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,169,7542.94,44.63,124,53,0.5768,3.7
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,271,15194.23,56.07,245,59,0.5252,3.6
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,161,8594.09,53.38,240,46,0.4015,6.0
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0062,Hydrangea Swim Trunk,Tulip Garden,Boys,Swim,Swim Trunk,Spring,New,563,25128.27,44.63,448,330,0.5569,3.2
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,324,19250.44,59.41,408,125,0.4426,5.0
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,118,6754.54,57.24,185,15,0.3894,6.3
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,234,10444.08,44.63,283,90,0.4526,4.8
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,105,6168.5,58.75,227,6,0.3163,10.8
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,148,8301.05,56.09,205,27,0.4193,6.9
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,59,2633.34,44.63,49,30,0.5463,4.2
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,261,14324.63,54.88,562,91,0.3171,8.6
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,113,6644.66,58.8,252,127,0.3096,8.9
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,348,15532.21,44.63,535,391,0.3941,6.1
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,466,27181.54,58.33,528,135,0.4688,4.5
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,101,5585.43,55.3,242,86,0.2945,9.6
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,408,18210.18,44.63,358,46,0.5326,3.5
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,102,5726.12,56.14,166,28,0.3806,8.1
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,207,12464.73,60.22,247,32,0.4559,6.0
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,123,5489.83,44.63,215,37,0.3639,8.7
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,452,24156.98,53.44,403,155,0.5287,3.6
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,242,13841.01,57.19,456,233,0.3467,7.5
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0063,Garden Trellis Rash Guard Set,Ditsy Rose,Boys,Swim,Rash Guard Set,Spring,New,391,17451.42,44.63,630,61,0.383,6.4
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,384,21860.61,56.93,782,369,0.3293,8.1
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,0,0.0,52.92,0,0,0.0,0.0
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,335,13987.19,41.75,525,243,0.3895,6.3
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,290,14629.16,50.45,454,82,0.3898,7.8
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,185,9680.24,52.33,429,95,0.3013,11.6
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,381,15907.82,41.75,818,702,0.3178,10.7
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,71,3991.95,56.22,163,93,0.3034,9.2
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,185,10229.31,55.29,267,14,0.4093,5.8
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,78,3256.72,41.75,90,75,0.4643,4.6
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,352,19580.55,55.63,669,535,0.3448,7.6
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,144,8212.07,57.03,177,6,0.4486,4.9
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,212,8851.59,41.75,406,42,0.343,7.7
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,371,19822.36,53.43,657,581,0.3609,8.9
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,166,9393.28,56.59,275,105,0.3764,8.3
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,30,1252.58,41.75,66,28,0.3125,11.0
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,352,18289.35,51.96,473,60,0.4267,5.4
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,262,14738.91,56.26,392,274,0.4006,6.0
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0064,Garden Trellis PJ Set,Cherry Blossom,Boys,Sleepwear,PJ Set,Spring,New,406,16951.64,41.75,625,548,0.3938,6.2
FY2025-04,2025,May,ECOM,Ecommerce,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,286,15380.5,53.78,517,94,0.3562,7.2
FY2025-04,2025,May,STORE,Retail Stores,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,140,7474.93,53.39,266,35,0.3448,7.6
FY2025-04,2025,May,WHSL,Wholesale,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,557,22454.23,40.31,1047,366,0.3473,7.5
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,300,16574.42,55.25,615,162,0.3279,10.2
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,133,7170.05,53.91,266,24,0.3333,10.0
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,265,10682.89,40.31,342,160,0.4366,6.5
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,207,11162.24,53.92,308,30,0.4019,6.0
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,62,3245.54,52.35,78,38,0.4429,5.0
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,313,12617.91,40.31,644,141,0.3271,8.2
FY2026-04,2026,May,ECOM,Ecommerce,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,409,20974.46,51.28,825,668,0.3314,8.1
FY2026-04,2026,May,STORE,Retail Stores,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,263,13222.83,50.28,499,32,0.3451,7.6
FY2026-04,2026,May,WHSL,Wholesale,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,248,9997.57,40.31,420,246,0.3713,6.8
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,64,3369.58,52.65,77,69,0.4539,6.0
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,120,6300.3,52.5,144,31,0.4545,6.0
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,39,1572.2,40.31,56,37,0.4105,7.2
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,251,12303.93,49.02,238,189,0.5133,3.8
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,0,0.0,55.01,0,0,0.0,0.0
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0065,Nantucket Stripe PJ Set,Nantucket Stripe,Boys,Sleepwear,PJ Set,Summer,New,335,13504.79,40.31,707,311,0.3215,8.4
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,346,17148.31,49.56,637,107,0.352,7.4
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,77,3965.88,51.5,131,18,0.3702,6.8
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,284,11039.88,38.87,321,222,0.4694,4.5
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,286,14515.79,50.75,643,209,0.3079,11.2
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,85,4190.32,49.3,180,82,0.3208,10.6
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,93,3615.17,38.87,223,28,0.2943,12.0
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,223,10573.64,47.42,305,36,0.4223,5.5
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,123,5757.01,46.8,269,204,0.3138,8.7
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,41,1593.78,38.87,86,4,0.3228,8.4
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,342,18428.56,53.88,378,75,0.475,4.4
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,151,7378.56,48.86,305,132,0.3311,8.1
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,217,8435.4,38.87,274,104,0.442,5.1
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,207,10660.33,51.5,157,66,0.5687,3.8
