month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,channel_key,channel,division,department,actual_sales_dollars,actual_sales_units,actual_aur,actual_markdown_dollars,actual_shrink_dollars,actual_gross_margin_dollars,actual_gross_margin_pct,actual_bom_retail,actual_eom_retail,actual_receipts_retail,actual_receipts_cost
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Girls,Dresses,331155.92,3757.0,88.14,41465.39,1349.92,171607.34,0.5182,999641.69,944650.58,318980.12,117753.64
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Girls,Dresses,332339.21,3654.0,90.95,41093.0,999.32,167858.33,0.5051,927038.58,686545.88,133938.83,42731.5
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Girls,Dresses,249373.66,2702.0,92.29,37137.71,1160.09,123158.6,0.4939,713741.9,728333.14,302262.7,105746.83
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Girls,Dresses,286270.4,3124.0,91.64,38371.0,1273.13,142162.66,0.4966,730757.41,739283.38,334440.5,125919.82
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Girls,Dresses,330585.72,3516.0,94.02,52327.05,1277.12,153506.93,0.4643,740470.77,596750.8,240469.92,92693.83
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Girls,Dresses,361228.65,3857.0,93.66,46638.32,1181.39,175498.04,0.4858,651429.07,807541.6,565160.89,173302.93
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Girls,Dresses,443649.73,4749.0,93.42,85044.66,1986.58,195982.66,0.4418,843200.38,1217943.03,905423.62,330004.48
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Girls,Dresses,546230.26,6233.0,87.64,78408.34,1874.33,261162.1,0.4781,1284933.98,1060527.82,402106.77,142447.68
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Girls,Dresses,194907.51,2195.0,88.8,28488.12,700.51,95938.62,0.4922,1141160.79,917064.65,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Girls,Dresses,289252.01,3355.0,86.22,36913.94,1224.91,144179.49,0.4985,924397.95,740134.45,143127.36,52501.25
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Girls,Dresses,369440.91,4123.0,89.6,52672.28,1622.63,185192.5,0.5013,777402.46,863655.3,509988.66,181234.01
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Girls,Dresses,491093.71,5503.0,89.24,81463.37,1537.19,221857.81,0.4518,851963.38,1161283.79,883414.68,288082.89
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Girls,Dresses,403093.61,4601.0,87.61,82962.99,1698.82,170592.55,0.4232,1216393.15,1060424.01,331786.28,107267.44
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Girls,Dresses,396700.97,4316.0,91.91,57749.63,1560.22,189851.03,0.4786,1129132.47,754147.95,81026.3,23636.42
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Girls,Dresses,283899.29,2946.0,96.37,45284.0,1334.51,139171.15,0.4902,807220.6,825080.39,348377.59,134865.46
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Girls,Dresses,334900.67,3572.0,93.76,37405.18,1381.62,174339.12,0.5206,854591.4,867471.02,386567.09,135758.6
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Girls,Dresses,343212.32,3945.0,87.0,53771.2,1388.22,165011.92,0.4808,870944.43,802432.09,329859.4,119617.13
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Girls,Dresses,346868.76,3876.0,89.49,51695.46,1541.79,169823.98,0.4896,804949.13,1028678.41,623835.29,188300.61
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Girls,Dresses,426951.18,4843.0,88.16,81948.18,2441.73,200753.12,0.4702,1019542.79,1554556.31,1046354.61,379358.04
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Girls,Dresses,614107.9,6731.0,91.24,89574.13,2030.86,293282.98,0.4776,1489740.02,1190346.53,406319.4,136008.64
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Girls,Dresses,228575.04,2585.0,88.42,32721.98,1120.44,112987.12,0.4943,1262479.23,1000061.77,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Girls,Dresses,308045.59,3275.0,94.06,66339.33,1107.38,132569.37,0.4304,1010548.78,859411.07,224354.59,82464.15
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Girls,Dresses,526738.29,5787.0,91.02,76871.07,2053.03,251385.7,0.4772,868022.9,953726.32,691365.81,276503.62
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Girls,Dresses,514630.23,5718.0,90.0,72732.82,2295.44,256470.02,0.4984,1066198.09,1470536.09,993996.49,350659.02
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Girls,Dresses,458629.85,5177.0,88.59,64511.85,2092.04,231162.73,0.504,1509117.45,1477269.21,493385.5,167957.38
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Girls,Dresses,465715.73,5313.0,87.66,57696.91,2042.01,233911.95,0.5023,1434809.76,909355.11,0.0,0.0
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Girls,Dresses,371761.49,4280.0,86.86,54336.95,1827.19,182002.39,0.4896,960773.36,1019209.14,486361.41,173809.03
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Girls,Dresses,98614.59,1084.0,90.97,10004.56,954.64,53353.0,0.541,304852.49,292095.04,96816.34,38500.42
FY2024-02,2024,Mar,2,Q1,STORE,Retail Stores,Girls,Dresses,149684.41,1664.0,89.95,14470.68,1259.06,81045.39,0.5414,295747.93,370714.29,240380.51,73188.21
FY2024-03,2024,Apr,3,Q1,STORE,Retail Stores,Girls,Dresses,178571.47,1983.0,90.05,20480.66,1559.83,92431.33,0.5176,342186.53,534563.74,392989.17,125175.73
FY2024-04,2024,May,4,Q2,STORE,Retail Stores,Girls,Dresses,156920.28,1681.0,93.35,14997.3,1492.26,85057.12,0.542,497047.51,437599.71,113962.04,42355.56
FY2024-05,2024,Jun,5,Q2,STORE,Retail Stores,Girls,Dresses,139975.67,1610.0,86.94,18301.48,1461.29,71201.82,0.5087,445315.96,329076.9,43499.38,16805.52
FY2024-06,2024,Jul,6,Q2,STORE,Retail Stores,Girls,Dresses,110224.43,1110.0,99.3,11986.66,1076.45,58929.67,0.5346,331684.45,343937.23,135540.32,48229.01
FY2024-07,2024,Aug,7,Q3,STORE,Retail Stores,Girls,Dresses,106262.35,1162.0,91.45,13767.99,1174.49,55977.43,0.5268,332120.21,356907.92,145992.54,57344.67
FY2024-08,2024,Sep,8,Q3,STORE,Retail Stores,Girls,Dresses,134905.07,1517.0,88.93,15893.7,1408.06,70314.74,0.5212,349242.98,296932.66,99896.51,34749.88
FY2024-09,2024,Oct,9,Q3,STORE,Retail Stores,Girls,Dresses,148097.5,1729.0,85.66,14765.95,1292.44,79284.68,0.5354,299841.68,466032.26,330346.47,102917.35
FY2024-10,2024,Nov,10,Q4,STORE,Retail Stores,Girls,Dresses,194446.39,2079.0,93.53,21633.5,1713.29,103130.4,0.5304,429226.41,562934.58,351501.35,123255.29
FY2024-11,2024,Dec,11,Q4,STORE,Retail Stores,Girls,Dresses,241655.58,2587.0,93.41,25884.46,2241.05,126921.75,0.5252,552485.46,462516.62,179812.25,70188.1
FY2024-12,2024,Jan,12,Q4,STORE,Retail Stores,Girls,Dresses,90917.82,1004.0,90.56,9531.88,851.59,47979.61,0.5277,482696.78,381395.49,0.0,0.0
FY2025-01,2025,Feb,1,Q1,STORE,Retail Stores,Girls,Dresses,125944.87,1478.0,85.21,14742.0,1142.29,65129.5,0.5171,386545.11,357565.5,112849.55,36623.62
FY2025-02,2025,Mar,2,Q1,STORE,Retail Stores,Girls,Dresses,174421.46,1957.0,89.13,18379.95,1544.6,92681.65,0.5314,361072.95,385540.05,218813.11,74577.44
FY2025-03,2025,Apr,3,Q1,STORE,Retail Stores,Girls,Dresses,212992.9,2321.0,91.77,17992.12,1780.2,115745.8,0.5434,388673.42,487821.19,331912.99,128481.68
FY2025-04,2025,May,4,Q2,STORE,Retail Stores,Girls,Dresses,177431.87,2059.0,86.17,16809.8,1531.4,96569.88,0.5443,522819.63,473425.67,146379.11,52563.81
FY2025-05,2025,Jun,5,Q2,STORE,Retail Stores,Girls,Dresses,157310.06,1777.0,88.53,16667.76,1676.66,84140.72,0.5349,475857.89,348653.73,48450.32,16704.27
FY2025-06,2025,Jul,6,Q2,STORE,Retail Stores,Girls,Dresses,106694.62,1214.0,87.89,14629.98,1020.45,56217.55,0.5269,348749.83,399151.84,172747.06,66383.15
FY2025-07,2025,Aug,7,Q3,STORE,Retail Stores,Girls,Dresses,145138.83,1561.0,92.98,15288.9,1453.98,77340.92,0.5329,382189.77,374477.55,154169.49,64326.34
FY2025-08,2025,Sep,8,Q3,STORE,Retail Stores,Girls,Dresses,129739.38,1427.0,90.92,16625.96,1413.63,68421.06,0.5274,395349.59,330507.8,82937.18,33080.12
FY2025-09,2025,Oct,9,Q3,STORE,Retail Stores,Girls,Dresses,153366.75,1648.0,93.06,16439.72,1594.4,81988.65,0.5346,322979.39,476168.47,324589.95,113040.42
FY2025-10,2025,Nov,10,Q4,STORE,Retail Stores,Girls,Dresses,215340.5,2496.0,86.27,24158.66,2276.07,114943.08,0.5338,469122.86,638293.54,410945.91,150740.5
FY2025-11,2025,Dec,11,Q4,STORE,Retail Stores,Girls,Dresses,240106.43,2614.0,91.85,23515.47,1604.38,131177.37,0.5463,651597.55,577565.22,191193.95,67226.28
FY2025-12,2025,Jan,12,Q4,STORE,Retail Stores,Girls,Dresses,95036.83,1055.0,90.08,12150.59,974.32,48625.09,0.5116,551590.54,443428.8,0.0,0.0
FY2026-01,2026,Feb,1,Q1,STORE,Retail Stores,Girls,Dresses,140194.34,1497.0,93.65,22753.8,1651.9,67864.61,0.4841,446134.35,406237.01,124702.7,44319.95
FY2026-02,2026,Mar,2,Q1,STORE,Retail Stores,Girls,Dresses,222101.83,2499.0,88.88,26753.47,2080.37,114093.96,0.5137,406400.02,464320.09,308855.74,102976.97
FY2026-03,2026,Apr,3,Q1,STORE,Retail Stores,Girls,Dresses,241674.74,2672.0,90.45,23870.77,1921.25,130245.65,0.5389,462957.67,631246.35,435755.44,151125.17
FY2026-04,2026,May,4,Q2,STORE,Retail Stores,Girls,Dresses,224156.73,2605.0,86.05,29714.54,2317.61,113186.85,0.5049,660105.48,605732.31,201815.71,74302.36
FY2026-05,2026,Jun,5,Q2,STORE,Retail Stores,Girls,Dresses,178206.12,1985.0,89.78,25957.56,1793.33,90244.16,0.5064,638519.69,466736.29,34173.61,10770.75
FY2026-06,2026,Jul,6,Q2,STORE,Retail Stores,Girls,Dresses,181873.3,2024.0,89.86,17684.63,1589.31,96759.6,0.532,450197.9,467352.52,218301.86,77048.77
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Girls,Dresses,159519.82,2314.0,68.94,3137.92,195.3,73761.2,0.4624,187768.66,183034.86,158119.24,86065.34
FY2024-02,2024,Mar,2,Q1,WHSL,Wholesale,Girls,Dresses,161839.1,2286.0,70.8,3587.59,154.08,73753.76,0.4557,183322.84,100438.26,82696.19,37613.4
FY2024-03,2024,Apr,3,Q1,WHSL,Wholesale,Girls,Dresses,69769.56,1005.0,69.42,1207.82,65.84,32325.24,0.4633,114525.75,73076.42,29593.89,17397.15
FY2024-04,2024,May,4,Q2,WHSL,Wholesale,Girls,Dresses,60858.72,876.0,69.47,1067.14,46.12,28161.85,0.4627,75068.08,66934.63,53838.53,26048.01
FY2024-05,2024,Jun,5,Q2,WHSL,Wholesale,Girls,Dresses,169387.92,2490.0,68.03,3610.29,181.03,77370.56,0.4568,62725.21,96550.49,207004.52,123167.98
FY2024-06,2024,Jul,6,Q2,WHSL,Wholesale,Girls,Dresses,153096.07,2226.0,68.78,3964.6,163.18,69737.31,0.4555,128757.72,170521.49,198987.62,99949.71
FY2024-07,2024,Aug,7,Q3,WHSL,Wholesale,Girls,Dresses,92392.02,1233.0,74.93,2047.65,73.48,42061.19,0.4552,162430.81,67917.66,0.0,0.0
FY2024-08,2024,Sep,8,Q3,WHSL,Wholesale,Girls,Dresses,113670.94,1676.0,67.82,2041.5,123.75,52579.44,0.4626,80406.28,90037.14,125467.05,68696.85
FY2024-09,2024,Oct,9,Q3,WHSL,Wholesale,Girls,Dresses,162320.47,2386.0,68.03,3098.06,145.05,74752.42,0.4605,89850.99,154490.23,230202.82,113170.08
FY2024-10,2024,Nov,10,Q4,WHSL,Wholesale,Girls,Dresses,112459.27,1542.0,72.93,2045.52,112.6,51618.24,0.459,161392.66,77314.46,30539.19,16667.02
FY2024-11,2024,Dec,11,Q4,WHSL,Wholesale,Girls,Dresses,68418.79,951.0,71.94,1448.96,78.28,31369.55,0.4585,93903.44,50101.97,26144.56,14639.52
FY2024-12,2024,Jan,12,Q4,WHSL,Wholesale,Girls,Dresses,70045.39,1002.0,69.91,1576.83,68.44,32104.57,0.4583,52650.73,79102.03,98141.96,48987.78
FY2025-01,2025,Feb,1,Q1,WHSL,Wholesale,Girls,Dresses,212953.62,3124.0,68.17,3821.59,215.48,98143.9,0.4609,74000.74,151104.2,294094.15,181907.39
FY2025-02,2025,Mar,2,Q1,WHSL,Wholesale,Girls,Dresses,179737.2,2584.0,69.56,3568.15,226.91,82522.01,0.4591,189512.13,122461.83,116481.96,61096.45
FY2025-03,2025,Apr,3,Q1,WHSL,Wholesale,Girls,Dresses,92894.88,1293.0,71.84,1531.29,90.83,42826.09,0.461,130958.9,71095.28,34653.38,18953.55
FY2025-04,2025,May,4,Q2,WHSL,Wholesale,Girls,Dresses,77328.97,1079.0,71.67,1337.46,80.93,35680.59,0.4614,85388.14,65856.86,59216.08,28458.94
FY2025-05,2025,Jun,5,Q2,WHSL,Wholesale,Girls,Dresses,186546.03,2769.0,67.37,4584.0,207.52,84710.4,0.4541,71544.7,126784.23,246577.08,128546.97
FY2025-06,2025,Jul,6,Q2,WHSL,Wholesale,Girls,Dresses,189327.44,2737.0,69.17,3680.23,230.22,87151.84,0.4603,141785.99,178914.42,230366.32,133492.08
FY2025-07,2025,Aug,7,Q3,WHSL,Wholesale,Girls,Dresses,91934.88,1330.0,69.12,2147.61,105.94,41932.11,0.4561,184987.1,90798.67,0.0,0.0
FY2025-08,2025,Sep,8,Q3,WHSL,Wholesale,Girls,Dresses,146462.33,2116.0,69.22,2260.21,164.25,67879.08,0.4635,93348.29,119440.46,174978.96,79909.56
FY2025-09,2025,Oct,9,Q3,WHSL,Wholesale,Girls,Dresses,173688.59,2542.0,68.33,3873.01,196.86,79641.11,0.4585,113793.32,165285.12,229250.26,110939.28
FY2025-10,2025,Nov,10,Q4,WHSL,Wholesale,Girls,Dresses,127610.2,1860.0,68.61,2403.28,109.61,58558.35,0.4589,175960.68,104245.86,58408.27,27989.13
FY2025-11,2025,Dec,11,Q4,WHSL,Wholesale,Girls,Dresses,97245.23,1470.0,66.15,1303.03,74.47,45066.95,0.4634,118913.12,45374.11,25083.72,13686.04
FY2025-12,2025,Jan,12,Q4,WHSL,Wholesale,Girls,Dresses,76830.35,1111.0,69.15,1487.76,92.32,35507.68,0.4622,66202.7,100429.61,112637.34,47002.53
FY2026-01,2026,Feb,1,Q1,WHSL,Wholesale,Girls,Dresses,280263.81,3906.0,71.75,4721.88,288.21,129291.21,0.4613,83754.51,186543.7,388063.09,200978.27
FY2026-02,2026,Mar,2,Q1,WHSL,Wholesale,Girls,Dresses,189685.54,2782.0,68.18,3915.48,213.53,87539.84,0.4615,264925.69,189641.8,118530.66,59933.9
FY2026-03,2026,Apr,3,Q1,WHSL,Wholesale,Girls,Dresses,100197.6,1518.0,66.01,2468.91,126.86,45694.73,0.456,172236.72,111094.58,41651.23,22317.25
FY2026-04,2026,May,4,Q2,WHSL,Wholesale,Girls,Dresses,97779.71,1406.0,69.54,2034.89,83.22,44737.17,0.4575,108815.75,72955.56,64037.63,38401.02
FY2026-05,2026,Jun,5,Q2,WHSL,Wholesale,Girls,Dresses,247965.58,3470.0,71.46,5830.69,236.68,112663.39,0.4544,86152.66,157309.22,325189.51,156228.08
FY2026-06,2026,Jul,6,Q2,WHSL,Wholesale,Girls,Dresses,278400.95,3879.0,71.77,4695.24,287.08,128129.15,0.4602,171955.03,178897.34,290325.58,159482.55
FY2024-01,2024,Feb,1,Q1,ECOM,Ecommerce,Girls,Outerwear,20057.0,164.0,122.3,2869.46,60.86,9775.52,0.4874,50412.73,50115.19,22689.78,7012.46
FY2024-02,2024,Mar,2,Q1,ECOM,Ecommerce,Girls,Outerwear,25954.15,204.0,127.23,3366.3,120.97,13370.63,0.5152,51590.81,56425.48,34276.09,13438.51
FY2024-03,2024,Apr,3,Q1,ECOM,Ecommerce,Girls,Outerwear,28905.71,233.0,124.06,4727.92,133.24,13958.44,0.4829,58785.01,83663.48,58645.34,21188.76
FY2024-04,2024,May,4,Q2,ECOM,Ecommerce,Girls,Outerwear,29354.11,237.0,123.86,4125.98,117.96,14736.09,0.502,89816.39,86231.36,30013.02,12400.78
FY2024-05,2024,Jun,5,Q2,ECOM,Ecommerce,Girls,Outerwear,23515.31,187.0,125.75,4411.35,119.57,10953.0,0.4658,87785.93,61685.49,1945.79,622.57
FY2024-06,2024,Jul,6,Q2,ECOM,Ecommerce,Girls,Outerwear,18533.44,143.0,129.6,3362.37,76.77,8889.67,0.4797,60171.11,63214.58,25016.05,9163.13
FY2024-07,2024,Aug,7,Q3,ECOM,Ecommerce,Girls,Outerwear,25440.04,201.0,126.57,2615.73,70.41,13491.21,0.5303,61814.9,66266.85,32578.13,12537.24
FY2024-08,2024,Sep,8,Q3,ECOM,Ecommerce,Girls,Outerwear,23299.21,194.0,120.1,2595.91,96.93,12399.85,0.5322,67652.28,54213.85,12553.62,4098.17
FY2024-09,2024,Oct,9,Q3,ECOM,Ecommerce,Girls,Outerwear,25251.03,211.0,119.67,4123.7,113.96,12166.38,0.4818,52906.27,74887.19,51469.61,20897.55
FY2024-10,2024,Nov,10,Q4,ECOM,Ecommerce,Girls,Outerwear,36632.03,307.0,119.32,6532.33,139.65,17101.27,0.4668,79149.7,100962.53,65116.84,26895.39
FY2024-11,2024,Dec,11,Q4,ECOM,Ecommerce,Girls,Outerwear,42319.59,345.0,122.67,6400.82,147.05,20463.27,0.4835,104178.4,87555.02,32244.08,12714.36
FY2024-12,2024,Jan,12,Q4,ECOM,Ecommerce,Girls,Outerwear,17582.03,147.0,119.61,2304.05,75.36,8807.34,0.5009,90205.22,70243.78,0.0,0.0
FY2025-01,2025,Feb,1,Q1,ECOM,Ecommerce,Girls,Outerwear,24175.9,199.0,121.49,3810.09,102.0,11349.71,0.4695,71801.26,61739.39,18026.12,6013.75
FY2025-02,2025,Mar,2,Q1,ECOM,Ecommerce,Girls,Outerwear,30190.64,249.0,121.25,4042.63,128.08,15296.82,0.5067,64660.57,70343.68,40044.46,12544.84
FY2025-03,2025,Apr,3,Q1,ECOM,Ecommerce,Girls,Outerwear,33680.3,279.0,120.72,7198.87,151.47,14443.81,0.4289,69727.01,103780.92,75084.55,22739.72
FY2025-04,2025,May,4,Q2,ECOM,Ecommerce,Girls,Outerwear,36719.29,302.0,121.59,4467.38,151.45,18571.01,0.5058,99615.91,85028.86,26751.07,9923.89
FY2025-05,2025,Jun,5,Q2,ECOM,Ecommerce,Girls,Outerwear,31077.04,250.0,124.31,4263.51,123.04,15551.1,0.5004,89814.48,73170.17,18819.28,5365.14
FY2025-06,2025,Jul,6,Q2,ECOM,Ecommerce,Girls,Outerwear,23594.02,197.0,119.77,3671.49,130.02,11708.79,0.4963,70027.27,76127.96,33496.22,12080.54
FY2025-07,2025,Aug,7,Q3,ECOM,Ecommerce,Girls,Outerwear,26535.23,225.0,117.93,3281.13,114.39,13729.05,0.5174,75389.33,73365.29,27906.71,10366.35
FY2025-08,2025,Sep,8,Q3,ECOM,Ecommerce,Girls,Outerwear,25777.79,206.0,125.13,4499.14,121.93,12423.63,0.482,74338.5,70941.22,27001.58,10909.97
FY2025-09,2025,Oct,9,Q3,ECOM,Ecommerce,Girls,Outerwear,30093.12,247.0,121.83,3792.55,105.55,15370.79,0.5108,69192.36,76545.07,41343.93,15147.09
FY2025-10,2025,Nov,10,Q4,ECOM,Ecommerce,Girls,Outerwear,48747.19,375.0,129.99,7726.23,159.13,22618.98,0.464,80645.52,118026.84,94013.87,30141.46
FY2025-11,2025,Dec,11,Q4,ECOM,Ecommerce,Girls,Outerwear,44292.92,344.0,128.76,7648.32,150.98,20942.57,0.4728,125017.55,113250.97,40325.64,12519.58
FY2025-12,2025,Jan,12,Q4,ECOM,Ecommerce,Girls,Outerwear,20250.4,160.0,126.57,2219.79,79.99,10564.81,0.5217,108159.69,85609.51,0.0,0.0
FY2026-01,2026,Feb,1,Q1,ECOM,Ecommerce,Girls,Outerwear,28172.91,225.0,125.21,4198.1,112.58,13735.53,0.4875,86766.16,77293.4,23010.83,7773.93
FY2026-02,2026,Mar,2,Q1,ECOM,Ecommerce,Girls,Outerwear,38888.63,321.0,121.15,3913.94,207.22,21026.34,0.5407,78635.29,87949.45,52323.95,19559.98
FY2026-03,2026,Apr,3,Q1,ECOM,Ecommerce,Girls,Outerwear,46776.45,378.0,123.75,6708.17,166.55,23054.23,0.4929,91447.2,132715.53,94919.5,35097.04
FY2026-04,2026,May,4,Q2,ECOM,Ecommerce,Girls,Outerwear,44815.13,370.0,121.12,5476.3,154.74,22805.65,0.5089,132021.81,114549.06,32973.42,11248.41
FY2026-05,2026,Jun,5,Q2,ECOM,Ecommerce,Girls,Outerwear,30582.74,250.0,122.33,5382.98,157.64,15020.04,0.4911,115680.99,88078.38,8520.75,3353.09
FY2026-06,2026,Jul,6,Q2,ECOM,Ecommerce,Girls,Outerwear,27835.63,218.0,127.69,4998.52,120.6,13158.9,0.4727,83124.8,84533.26,34363.21,12600.16
FY2024-01,2024,Feb,1,Q1,STORE,Retail Stores,Girls,Outerwear,10047.05,83.0,121.05,835.35,87.97,5483.61,0.5458,26266.93,26072.74,10776.18,3998.67
FY2024-02,2024,Mar,2,Q1,STORE,Retail Stores,Girls,Outerwear,14492.14,115.0,126.02,1126.74,147.12,7990.52,0.5514,26817.2,27932.32,16881.12,5810.71
FY2024-03,2024,Apr,3,Q1,STORE,Retail Stores,Girls,Outerwear,14379.66,113.0,127.25,1874.05,142.19,7287.3,0.5068,28844.16,35999.68,23551.42,9908.75
FY2024-04,2024,May,4,Q2,STORE,Retail Stores,Girls,Outerwear,11761.28,93.0,126.47,1821.0,140.29,5874.38,0.4995,38529.29,37804.62,12997.9,4730.66
FY2024-05,2024,Jun,5,Q2,STORE,Retail Stores,Girls,Outerwear,11390.04,93.0,122.47,1379.1,124.99,5928.17,0.5205,36524.64,27097.72,3467.21,1329.82
FY2024-06,2024,Jul,6,Q2,STORE,Retail Stores,Girls,Outerwear,9871.34,78.0,126.56,942.71,98.17,5401.75,0.5472,27340.81,28846.43,12417.84,4192.9
FY2024-07,2024,Aug,7,Q3,STORE,Retail Stores,Girls,Outerwear,11298.45,88.0,128.39,1405.97,93.99,5741.31,0.5082,28550.64,28281.3,12529.07,3963.0
FY2024-08,2024,Sep,8,Q3,STORE,Retail Stores,Girls,Outerwear,10668.78,88.0,121.24,1634.83,110.82,5248.12,0.4919,28814.92,24021.62,7621.13,2986.99
FY2024-09,2024,Oct,9,Q3,STORE,Retail Stores,Girls,Outerwear,12461.23,97.0,128.47,1269.52,96.87,6644.28,0.5332,24607.94,33538.71,22758.39,7852.54
FY2024-10,2024,Nov,10,Q4,STORE,Retail Stores,Girls,Outerwear,18654.44,145.0,128.65,1575.92,142.74,10159.39,0.5446,33868.1,48002.99,34507.99,12279.33
FY2024-11,2024,Dec,11,Q4,STORE,Retail Stores,Girls,Outerwear,16192.01,135.0,119.94,1822.47,186.15,8729.3,0.5391,48480.32,41896.29,11616.6,3840.13
FY2024-12,2024,Jan,12,Q4,STORE,Retail Stores,Girls,Outerwear,8195.07,62.0,132.18,579.93,66.0,4613.79,0.563,40125.59,31284.59,0.0,0.0
FY2025-01,2025,Feb,1,Q1,STORE,Retail Stores,Girls,Outerwear,9741.62,78.0,124.89,837.35,89.32,5419.46,0.5563,31670.65,28563.77,7561.41,2859.46
FY2025-02,2025,Mar,2,Q1,STORE,Retail Stores,Girls,Outerwear,16003.47,132.0,121.24,1580.05,161.8,8506.94,0.5316,28001.88,29662.78,19406.22,7155.08
FY2025-03,2025,Apr,3,Q1,STORE,Retail Stores,Girls,Outerwear,17359.39,151.0,114.96,1259.75,146.37,9715.54,0.5597,31511.08,44037.55,31291.98,11827.44
FY2025-04,2025,May,4,Q2,STORE,Retail Stores,Girls,Outerwear,14696.3,116.0,126.69,1948.05,121.4,7469.05,0.5082,45476.45,44232.43,15521.73,5255.15
FY2025-05,2025,Jun,5,Q2,STORE,Retail Stores,Girls,Outerwear,14016.49,113.0,124.04,1292.53,132.03,7605.76,0.5426,44244.26,30266.62,1463.41,515.19
FY2025-06,2025,Jul,6,Q2,STORE,Retail Stores,Girls,Outerwear,11300.71,89.0,126.97,1023.63,110.01,6178.17,0.5467,31027.5,33340.94,14747.79,5229.25
FY2025-07,2025,Aug,7,Q3,STORE,Retail Stores,Girls,Outerwear,13033.9,99.0,131.66,1403.34,112.92,6839.74,0.5248,33207.36,32200.65,13543.45,4867.67
FY2025-08,2025,Sep,8,Q3,STORE,Retail Stores,Girls,Outerwear,14179.56,114.0,124.38,1584.12,126.55,7358.68,0.519,34744.44,26712.37,7858.16,3113.95
FY2025-09,2025,Oct,9,Q3,STORE,Retail Stores,Girls,Outerwear,14047.55,113.0,124.31,1131.77,114.52,7795.18,0.5549,28759.74,38554.2,25088.3,8753.97
FY2025-10,2025,Nov,10,Q4,STORE,Retail Stores,Girls,Outerwear,19897.6,154.0,129.21,2119.93,166.59,10562.47,0.5308,39713.01,57261.35,39732.46,14099.28
FY2025-11,2025,Dec,11,Q4,STORE,Retail Stores,Girls,Outerwear,20376.88,164.0,124.25,2020.24,204.0,11078.89,0.5437,58521.46,48733.69,12813.35,4293.5
FY2025-12,2025,Jan,12,Q4,STORE,Retail Stores,Girls,Outerwear,9038.41,70.0,129.12,846.87,75.46,4902.69,0.5424,47703.62,37742.88,0.0,0.0
FY2026-01,2026,Feb,1,Q1,STORE,Retail Stores,Girls,Outerwear,11703.36,94.0,124.5,1759.01,126.63,5830.0,0.4981,37917.28,36485.47,12157.19,3532.65
FY2026-02,2026,Mar,2,Q1,STORE,Retail Stores,Girls,Outerwear,21253.16,173.0,122.85,2277.08,186.61,11012.12,0.5181,34791.43,40654.22,29579.64,9768.12
FY2026-03,2026,Apr,3,Q1,STORE,Retail Stores,Girls,Outerwear,19383.78,156.0,124.26,1622.11,176.08,10867.01,0.5606,43235.65,62089.44,40035.76,10733.65
FY2026-04,2026,May,4,Q2,STORE,Retail Stores,Girls,Outerwear,18198.47,146.0,124.65,2689.58,158.27,8987.01,0.4938,55314.03,50681.68,16413.97,5079.44
FY2026-05,2026,Jun,5,Q2,STORE,Retail Stores,Girls,Outerwear,15049.28,121.0,124.37,2178.01,165.04,7643.35,0.5079,49949.58,40692.16,8134.91,3421.29
FY2026-06,2026,Jul,6,Q2,STORE,Retail Stores,Girls,Outerwear,15354.07,121.0,126.89,2084.26,133.5,7649.59,0.4982,40397.37,40311.32,17485.78,5938.97
FY2024-01,2024,Feb,1,Q1,WHSL,Wholesale,Girls,Outerwear,17059.44,178.0,95.84,325.95,18.98,7829.53,0.459,14927.1,13321.63,15798.9,8341.05
